DATAFLOW,LAST UPDATE,freq,age,n_lang,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Greece,2022,2.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Spain,2022,5.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,European Union - 27 countries (from 2020),2022,12.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Finland,2022,38.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,France,2022,13.0,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Croatia,2022,5.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Hungary,2022,3.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Ireland,2022,7.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Iceland,2022,38.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Italy,2022,8.1,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Lithuania,2022,8.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Luxembourg,2022,56.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Latvia,2022,15.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Malta,2022,7.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Netherlands,2022,39.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Norway,2022,71.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Poland,2022,5.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Portugal,2022,13.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Romania,2022,1.2,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Serbia,2022,6.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Sweden,2022,12.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Slovenia,2022,55.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Slovakia,2022,20.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Türkiye,2022,1.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Albania,2016,59.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Austria,2007,20.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Austria,2011,21.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Austria,2016,13.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Austria,2022,11.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Bosnia and Herzegovina,2016,61.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Belgium,2007,32.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Belgium,2011,42.1,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Belgium,2016,21.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Belgium,2022,22.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Bulgaria,2007,44.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Bulgaria,2011,61.1,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Bulgaria,2016,50.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Bulgaria,2022,51.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Switzerland,2011,12.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Switzerland,2016,8.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Cyprus,2007,14.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Cyprus,2011,16.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Cyprus,2016,10.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Cyprus,2022,8.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Czechia,2007,31.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Czechia,2011,30.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Czechia,2016,21.0,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Czechia,2022,22.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Germany,2007,28.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Germany,2011,21.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Germany,2016,21.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Germany,2022,12.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Denmark,2007,12.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Denmark,2011,5.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Denmark,2016,4.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Denmark,2022,9.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Euro area – 20 countries (from 2023),2007,35.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Euro area – 20 countries (from 2023),2011,33.8,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Euro area – 20 countries (from 2023),2016,30.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Euro area – 20 countries (from 2023),2022,23.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Estonia,2007,13.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Estonia,2011,14.5,d,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Estonia,2016,8.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Estonia,2022,4.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Greece,2007,43.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Greece,2011,41.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Greece,2016,33.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Greece,2022,28.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Spain,2007,46.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Spain,2011,48.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Spain,2016,45.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Spain,2022,43.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,European Union - 27 countries (from 2020),2007,37.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,European Union - 27 countries (from 2020),2011,34.5,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,European Union - 27 countries (from 2020),2016,31.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,European Union - 27 countries (from 2020),2022,25.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Finland,2007,16.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Finland,2011,8.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Finland,2016,8.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Finland,2022,7.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,France,2007,41.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,France,2011,41.2,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,France,2016,39.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,France,2022,22.6,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Croatia,2007,31.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Croatia,2016,26.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Croatia,2022,20.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Hungary,2007,74.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Hungary,2011,63.2,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Hungary,2016,57.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Hungary,2022,51.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Ireland,2011,72.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Ireland,2016,49.2,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Ireland,2022,37.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Iceland,2022,11.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Italy,2007,38.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Italy,2011,40.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Italy,2016,34.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Italy,2022,32.1,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Lithuania,2007,2.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Lithuania,2011,2.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Lithuania,2016,4.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Lithuania,2022,4.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Luxembourg,2011,1.1,u,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Luxembourg,2016,5.5,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Luxembourg,2022,5.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Latvia,2007,5.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Latvia,2011,5.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Latvia,2016,4.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Latvia,2022,5.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,North Macedonia,2016,31.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Malta,2007,8.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Malta,2011,10.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Malta,2016,8.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Malta,2022,20.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Netherlands,2011,13.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Netherlands,2016,13.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Netherlands,2022,7.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Norway,2007,2.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Norway,2011,4.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Norway,2016,7.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Norway,2022,1.8,u,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Poland,2007,37.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Poland,2011,38.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Poland,2016,32.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Poland,2022,27.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Portugal,2007,51.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Portugal,2011,41.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Portugal,2016,31.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Portugal,2022,30.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Romania,2007,69.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Romania,2016,64.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Romania,2022,51.2,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Serbia,2011,37.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Serbia,2016,20.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Serbia,2022,11.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Sweden,2007,5.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Sweden,2011,8.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Sweden,2016,3.4,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Sweden,2022,4.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Slovenia,2007,7.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Slovenia,2011,7.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Slovenia,2016,15.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Slovenia,2022,4.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Slovakia,2007,7.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Slovakia,2011,14.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Slovakia,2016,11.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Slovakia,2022,14.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Türkiye,2007,75.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Türkiye,2011,81.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,Türkiye,2022,46.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,United Kingdom,2007,35.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,No languages,Percentage,Total,United Kingdom,2016,65.4,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Albania,2016,25.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Austria,2007,50.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Austria,2011,50.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Austria,2016,49.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Austria,2022,53.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Bosnia and Herzegovina,2016,30.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Belgium,2007,16.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Belgium,2011,13.8,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Belgium,2016,18.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Belgium,2022,25.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Bulgaria,2007,30.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Bulgaria,2011,24.4,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Bulgaria,2016,32.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Bulgaria,2022,34.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Switzerland,2011,20.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Switzerland,2016,19.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Cyprus,2007,59.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Cyprus,2011,56.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Cyprus,2016,62.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Cyprus,2022,61.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Czechia,2007,34.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Czechia,2011,39.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Czechia,2016,44.7,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Czechia,2022,46.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Germany,2007,41.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Germany,2011,41.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Germany,2016,41.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Germany,2022,41.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Denmark,2007,35.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Denmark,2011,26.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Denmark,2016,29.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Denmark,2022,29.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Euro area – 20 countries (from 2023),2007,35.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Euro area – 20 countries (from 2023),2011,35.9,b,
